label,clean_text
ham,SOUNDS LIKE SOMETHING SOMEONE TESTING WOULD SAYY
ham,U LOVE SOMEONE DONT MAKE LOVE U MUCH U LOVE MUCH DONT WANT LOVED ANYONE EXCEPT GUD NIT
ham,PETE PHONE STILL JENNY COLLEGE LEANNE
ham,OOPS SORRY CHECK MIND PICKING TOMO HALF EIGHT STATION WOULD OK
ham,HEY SWEET WONDERING MOMENT MIGHT COME WANT SEND FILE SOMEONE GO YAHOO CONNECTION SUCKS REMEMBER SET PAGE GO DOWNLOAD FORMAT DISC COULD TELL KNOW WAY DOWNLOAD BIG FILES DOWNLOAD STUFF DIRECTLY INTERNET HELP WOULD GREAT PREY TEASING KISS
ham,HOWS CHAMP LEAVING GLASGOW
ham,K BEST CONGRATS
ham,WONDER GET TEXT
ham,NEED COME HOME GIVE GOOD LOVIN
spam,BRAND NEW MOBILE MUSIC SERVICE LIVE FREE MUSIC PLAYER ARRIVE SHORTLY INSTALL PHONE BROWSE CONTENT TOP ARTISTS
ham,SHALL ASK ONE THING DONT MISTAKE
ham,CHECK WID CORECT SPELING E SARCASM
spam,URGENT MOBILE AWARDED 2 000 BONUS CALLER PRIZE 1 08 03 2ND ATTEMPT CONTACT CALL 0871 4719 523 BOX95QU BT NATIONAL RATE
ham,ANGRY HAPPEN DEAR
ham,THK U DUN HAF 2 HINT E FORUM ALREADY LOR COS TOLD RON N DARREN GOING 2 TELL SHUHUI
ham,YUP OK THANX
ham,HI CTS EMPLOYEE
ham,PLS PLS FIND AUNT NIKE
ham,WOW LOVE SOOO MUCH KNOW BARELY STAND WONDER DAY GOES WELL LOVE THINK MISS
ham,SCREAMING MEANS SHOUTING
ham,HEY HAPPEN DE ALRIGHT
ham,PICKED RECEIPT SOMETHING EARLIER
ham,THINK CHENNAI WELL SETTLED
ham,OH DANG MEAN SEND LOL
ham,UNFORTUNATELY FOUND PICK SISTER AIRPORT EVENING THINK GOING TRY GO ONE TH
ham,HORRIBLE BF V HUNGRY
ham,REMEMBER DAY
spam,NOKIA 7250I GET WIN FREE AUCTION TAKE PART SEND NOKIA 86021 HG SUITE342 2LANDS ROW W1JHL 16
ham,FEEL MR REAL VALENTINE YO VALENTINE EVEN THO U HARDLY PLAY
ham,SOUNDS GOOD FINGERS MAKES DIFFICULT TYPE
ham,MIDNIGHT EARLIEST
ham,SURE TRYING MAKE XAVIER SMOKE WANT SMOKE TOLD SMOKE MUCH
ham,K COME NORDSTROM DONE
ham,U KONW WAHT RAEL FRIENDSHIP IM GVING YUO EXMPEL JSUT ESE TIHS MSG EVREY SPLLEING TIHS MSG WRNOG BT SITLL YUO RAED WIHTUOT AYN MITSAKE GOODNIGHT AMP NICE SLEEP SWEET DREAMS
ham,PRESS CONFERENCE DA
spam,HELLO ORANGE 1 MONTH FREE ACCESS GAMES NEWS SPORT PLUS 10 FREE TEXTS 20 PHOTO MESSAGES REPLY YES TERMS APPLY WWW ORANGE CO UK OW
ham,COMPLETED DEGREE USE JOINING FINANCE
ham,GOOD AFTERNOON LOVE JOB PROSPECTS MISSING LAZY BLEAK HMMM HAPPY FILLED LOVE
ham,SHANT DISTURB U ANYMORE JIA
ham,BISHAN LAR NEARER NEED BUY EARLY COS BUY GOTTA PARK CAR
ham,DONT KNOW OH
ham,DUDE SUX SNAKE GOT OLD RAIDEN GOT BUFF
ham,SAYS HI GET ASS BACK SOUTH TAMPA PREFERABLY KEGGER
ham,E MSG JUS U SAID THANKS GIFT
ham,U
ham,OK DEAR CALL CHECHI
ham,YEAH TOTES U WANNA
ham,OK FOUND DIS PIERRE CARDIN ONE LOOKS NORMAL COSTS 20 SALE
ham,GOOD SLEEP RHYTHM PERSON ESTABLISH RHYTHM BODY LEARN USE WANT KNOW
ham,WAT R U
ham,MESSAGE TRURO HOSPITAL EXT PHONE PHONE SIDE
ham,SINGLE LINE BIG MEANING MISS ANYTHING 4 UR BEST LIFE
ham,GOT GAS MONEY CHANCE GANG WANT GO GRAND NATURE ADVENTURE
ham,DNT WORRY USE ICE PIECES CLOTH PACK ALSO TAKE 2 TABLETS
ham,DUDE SAW PARKED CAR SUNROOF POPPED SUX
ham,GET READY PUT EXCELLENT SUB FACE
ham,TMRW IM FINISHING 9 DOORS
ham,LT GT G SAW DAYS AGO GUY WANTS SELL WIFI LT GT 3G LT GT BLANKED
ham,LATE
ham,WHATEVER IM PRETTY PISSED
ham,TODAY ACCEPT DAY U ACCEPT BROTHER SISTER LOVER DEAR1 BEST1 CLOS1 LVBLEFRND JSTFRND CUTEFRND LIFPARTNR BELOVD SWTHEART BSTFRND RPLY MEANS ENEMY
ham,DONT MUCH IMAGE CLASS
ham,GOT RUMOUR GOING BUY APARTMENT CHENNAI
ham,NEAR KALAINAR TV OFFICE THENAMPET
spam,UR CASH BALANCE CURRENTLY 500 POUNDS MAXIMIZE UR CASH SEND GO 86688 150P MSG CC 08718720201 HG SUITE342 2LANDS ROW W1J6HL
spam,SMS AUCTION BRAND NEW NOKIA 7250 4 AUCTION TODAY AUCTION FREE 2 JOIN TAKE PART TXT NOKIA 86021 HG SUITE342 2LANDS ROW W1J6HL
ham,SIS CATCHING E SHOW E AFTERNOON WATCHING W C U WAN 2 WATCH TODAY TMR LOR
ham,SOUNDS GD HAHA WAH U YAN JIU FAST LIAO
ham,NOSY GUESS IDK REACTING FREAKED
ham,REMEMBER HURT DAYS SATANIC IMPOSTER NEED PAY PRICE MAY DESTINY KEEP GOING U SAID PRAY GET MIND GET
ham,MAKE GIRL HAPPY DIFFICULT MAKE GIRLS HAPPY U NEED 1 FRIEND 2 COMPANION 3 LOVER 4 CHEF LT GT GOOD LISTENER LT GT ORGANIZER LT GT GOOD BOYFRIEND LT GT CLEAN LT GT SYMPATHETIC LT GT ATHLETIC LT GT WARM LT GT COURAGEOUS LT GT DETERMINED LT GT TRUE LT GT DEPENDABLE LT GT INTELLIGENT LT GT PSYCHOLOGIST LT GT PEST EXTERMINATOR LT GT PSYCHIATRIST LT GT HEALER LT GT STYLIST LT GT DRIVER AANIYE PUDUNGA VENAAM
ham,PRINCESS BET BROTHAS CHASING
ham,SHALL BOOK CHEZ JULES HALF EIGHT OK
ham,HHAHHAAHAHAH ROFL WTF NIG LEONARDO ROOM SOMETHING
ham,YEP DEREK HOUSE SEE SUNDAY LT 3
ham,COOL LET KNOW KICKS AROUND LT GT DAY
ham,SORRY CALL LATER
ham,WONDERING WOULD OKAY CALL UNCLE JOHN LET KNOW THINGS NIGERIA R LT GT DOLLARS 2YEARS SENT KNOW STRAIN PLAN PAY BACK EVERY DIME GIVES EVERY DIME EXPECT ANYTHING PRACTICAL SOMETHING LIKE
ham,CHARGES TRANSFER CHARGES WITHDRAW ANYHOW LIKE
ham,DONT SEARCH LOVE LET LOVE FIND U THATS CALLED FALLING LOVE BCOZ U DONT FORCE U FALL U KNOW SMEONE HOLD U BSLVYL
ham,4 LET GO BILL MILLERS
ham,LOVE SET SOUL FIRE SPARK FLAME BIG RAWRING FLAME XOXO
ham,SOMEWHR SOMEONE SURELY MADE 4 U GOD DECIDED PERFECT TIME MAKE U MEET DAT PERSON TILL DEN ENJOY UR CRUSHES
ham,HONEYMOON OUTFIT
ham,HELP PROPOSE GOING BACK TOMORROW
spam,PRIVATE 2003 ACCOUNT STATEMENT SHOWS 800 UN REDEEMED POINTS CALL 08719899230 IDENTIFIER CODE 41685 EXPIRES 07 11 04
ham,NEVER BLAME DAY UR LIFE GOOD DAYS GIVE U HAPPINESS BAD DAYS GIVE U EXPERIENCE ESSENTIAL LIFE GODS BLESSINGS GOOD MORNING
ham,PLS CONFIRM TIME COLLECT CHEQUE
spam,REGISTERED SUBSCRIBER YR DRAW 4 100 GIFT VOUCHER B ENTERED RECEIPT CORRECT ANS NEXT OLYMPICS TXT ANS 80062
spam,URGENT MOBILE NUMBER AWARDED 2000 PRIZE GUARANTEED CALL 09061790121 LAND LINE CLAIM 3030 VALID 12HRS 150PPM
ham,DADDY TAKE GOOD CARE
ham,YEAH PROBABLY STILL GOTTA CHECK LEO
ham,K SPECIAL
ham,CARLOS TAKING SWEET TIME USUAL LET KNOW PATTY DONE WANT SMOKE TELL HAUL ASS
ham,OK PA NOTHING PROBLEM
ham,HEARD JOB GOING WILDLIFE TALK TONIGHT U WANT2COME THAT2WORZELS WIZZLE WHATEVER
ham,GOD PICKED FLOWER DIPPEDITINADEW LOVINGLY TOUCHED ITWHICHTURNEDINTO U GIFTED TOMEANDSAID FRIEND 4U
ham,CAME HOSTEL
ham,OK PROB COME LUNCH
ham,JUS TELLING U DAT B LEAVING 4 SHANGHAI 21ST INSTEAD HAF TIME 2 MEET CYA
ham,FREEZING HOME YET REMEMBER KISS MOM MORNING LOVE THINK MISSING YET
ham,READY BIG DAY TOMORROW
ham,PROBABLY AROUND MU LOT
ham,645
spam,RT KING PRO VIDEO CLUB NEED HELP INFO RINGTONEKING CO UK CALL 08701237397 MUST 16 CLUB CREDITS REDEEMABLE WWW RINGTONEKING CO UK ENJOY
ham,THNX DUDE U GUYS 2NITE
ham,SEF DEY LAUGH MEANWHILE DARLING ANJIE
ham,MM FOOD DA
ham,K MAKES SENSE BTW CARLOS DIFFICULT GUYS GONNA SMOKE GO PICK SECOND BATCH GET GAS
ham,U DOWNLOAD FRING APP
ham,2 OZ GUY KINDA FLAKY ONE FRIEND INTERESTED PICKING $ LT GT WORTH TONIGHT POSSIBLE
ham,FRIENDS U STAY FB CHAT
ham,FUCK BABE MISS SOOOOO MUCH WISH SLEEP BED LONELY GO SLEEP DREAM LOVE
ham,LIVING SIMPLE LOVING ALSO SIMPLE LAUGHING SIMPLE WINNING TOOO SIMPLE SIMPLE DIFFICULT GUD NTE
spam,U SECRET ADMIRER LOOKING 2 MAKE CONTACT U FIND R REVEAL THINKS UR SPECIAL CALL 09058094599
ham,AH WELL CONFUSES THINGS
spam,500 FREE TEXT MSGS TEXT OK 80488 CREDIT ACCOUNT
ham,HI DEAR CALL URGNT KNOW WHATS PROBLEM WANT WORK PROBLEM LEAST TELL WATING REPLY
ham,DEAR OK
spam,SELECTED STAY 1 250 TOP BRITISH HOTELS NOTHING HOLIDAY WORTH 350 CLAIM CALL LONDON 02072069400 BX 526 SW73SS
ham,YES PRINCESS WANT MAKE HAPPY
ham,SOUNDS LIKE MANY TALENTS WOULD LIKE GO DINNER DATE NEXT WEEK
ham,GOING FILM 2DAY DA 6PM SORRY DA
ham,WATCHING MOVIE ALREADY XY WANTS 2 SHOP SHOPPING W
ham,HELLO LITTLE PARTY ANIMAL THOUGHT BUZZ FRIENDS GRINS REMINDING LOVED SEND NAUGHTY ADORING KISS
ham,YESTERDAY GOING HOME
spam,EERIE NOKIA TONES 4U RPLY TONE TITLE 8007 EG TONE DRACULA 8007 TITLES GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT WWW GETZED CO UK POBOX36504W45WQ 150P
ham,COME LIFE BROUGHT SUN SHINY WARMING HEART PUTTING CONSTANT SMILE FACE MAKING FEEL LOVED CARED
ham,SHIT SURPRISED WENT SPENT EVENING FRENCH GUY MET TOWN FOOLED AROUND BIT LET FUCK
spam,0A$NETWORKS ALLOW COMPANIES BILL SMS RESPONSIBLE SUPPLIERS
ham,GREAT COMEDY CANT STOP LAUGHING DA
spam,FREEMSG FEELIN KINDA LNLY HOPE U LIKE 2 KEEP COMPANY JST GOT CAM MOBY WANNA C PIC TXT REPLY DATE 82242 MSG150P 2RCV HLP 08712317606 STOP 82242
ham,ALRIGHT SET TEXT MAN
ham,HI KEEN GO KIND FEEL GO TOMO MIND
ham,SLEEPING NT FEELING WELL
ham,U SWITCH FONE DAMMIT
ham,INDIA TAKE LEAD
ham,POST L8R CLASS
ham,THTS WAT WRIGHT BROTHER FLY
ham,EVENING V GOOD SOMEWHAT EVENT LADEN FILL WORRY HEAD OK THROAT WRECKED SEE SIX
ham,U LAUGH REALLY LOUD U TALK SPONTANEOUSLY U DONT CARE OTHERS FEEL U PROBABLY DEAR AMP BEST FRIENDS GOODEVENING DEAR
ham,LAPTOP TAKE
ham,DONT FILE BAG WORK CALLED TELL FIND ANYTHING ROOM
ham,WAN EARLY LEI OUTSIDE WUN B HOME EARLY NEVA MIND
spam,UR CHANCE WIN 250 CASH EVERY WK TXT ACTION 80608 C WWW MOVIETRIVIA TV CUSTCARE 08712405022 1X150P WK
ham,BUGIS JUZ WAT WALKING HOME OREDI LATE REPLY OSO SAW TOP DAT LIKE DIN BUY R
ham,WISHING FAMILY MERRY X MAS HAPPY NEW YEAR ADVANCE
ham,7 GO OK NA
ham,YES POSTED COUPLE PICS FB STILL SNOW OUTSIDE WAKING
ham,ONE GOOD PARTNERSHIP GOING TAKE LEAD
spam,RGENT 2ND ATTEMPT CONTACT U U 1250 CALL 09071512433 B4 050703 CSBCM4235WC1N3XX CALLCOST 150PPM MOBILESVARY MAX 7 50
ham,YEAH CLASS
ham,SEND BEC TEMPLE NA
ham,COMING HOME CLASS RIGHT NEED WORK SHOWER
spam,HI UR LOOKIN 4 SAUCY DAYTIME FUN WIV BUSTY MARRIED WOMAN FREE NEXT WEEK CHAT 2 SORT TIME 09099726429 JANINEXX CALLS 1 MINMOBSMORELKPOBOX177HP51FL
ham,MOSTLY LIKE
ham,V FAN
ham,DUNNO COS V LATE N REACH INSIDE ALREADY ATE SPAGEDDIES LOR E GALS R LAUGHING LOR
ham,GUESS SPENT LAST NIGHT PHASING FOURTH DIMENSION
ham,DAD GONNA CALL GETS WORK ASK CRAZY QUESTIONS
ham,YES SAID
ham,HURTING N MEANINGFUL LINES EVER COMPROMISED EVERYTHING LOVE
ham,LMAO NICE 1
ham,GLAD SEE REPLY
spam,URGENT TRYING CONTACT U TODAYS DRAW SHOWS 800 PRIZE GUARANTEED CALL 09050001295 LAND LINE CLAIM A21 VALID 12HRS
spam,MONTHLY PASSWORD WAP MOBSI COM 391784 USE WAP PHONE PC
ham,NAH DUB JE STILL BUFF
ham,PAINFUL WORDS THOUGHT HAPPY TOUGHEST THING EARTH
ham,YEAH FINE 6 GET OK
ham,LOL U COME IDEAS
ham,MANY PEOPLE SEEMS SPECIAL FIRST SIGHT REMAIN SPECIAL TILL LAST SIGHT MAINTAIN TILL LIFE ENDS SH JAS
ham,TODAY SONG DEDICATED DAY SONG U DEDICATE SEND UR VALUABLE FRNDS FIRST RPLY
ham,OKAY WAIT AH
ham,LEI
ham,HI BABE U R LIKELY BED IM SORRY TONIGHT REALLY WANNA SEE U TOMORROW CALL 9 LOVE XXX
ham,ALREADY SQUATTING NEW WAY WALKING
ham,WANT BOLD 2 BB TORCH
ham,CRAMPS STOPPED GOING BACK SLEEP
spam,TODAYS VODAFONE NUMBERS ENDING 0089 LAST FOUR DIGITS SELECTED RECEIVED 350 AWARD NUMBER MATCHES PLEASE CALL 09063442151 CLAIM 350 AWARD
spam,FREE TOP RINGTONE SUB WEEKLY RINGTONE GET 1ST WEEK FREE SEND SUBPOLY 81618 3 PER WEEK STOP SMS 08718727870
ham,NAN SONATHAYA SOLADHA BOSS
ham,BRING TAT CD FORGET
spam,SUNSHINE QUIZ WKLY Q WIN TOP SONY DVD PLAYER U KNOW COUNTRY ALGARVE TXT ANSR 82277 1 50 SP TYRONE
ham,KNOW RAPING DUDES POKER
ham,WEIGHTLOSS GIRL FRIENDS MAKE LOADS MONEY EBAY SOMETHING GIVE THANKS GOD
ham,GR8 SEE MESSAGE R U LEAVING CONGRATS DEAR SCHOOL WAT R UR PLANS
ham,EATIN LATER EATIN WIF FRENS LEI GOING HOME FIRST
ham,FINISH ALREADY YAR KEEP SAYING MUSHY EMBARRASSED OK
ham,SORRY MAN STASH RAN DRY LAST NIGHT PICK SUNDAY
ham,HAI PRIYA RIGHT DOCTOR SAID PA
spam,FREE MSG SORRY SERVICE ORDERED 81303 COULD DELIVERED SUFFICIENT CREDIT PLEASE TOP RECEIVE SERVICE
ham,OK
ham,PLEASE ASK MUMMY CALL FATHER
ham,COME ROOM CANNOT COME HOUSE COS HOUSE STILL MESSY HAHA
ham,LOST 10 KILOS TODAY
ham,TASTE FISH CURRY P
ham,MIGHT ACCIDANT TOOKPLACE SOMEWHERE GHODBANDAR RD TRAFFIC MOVES SLOVELY PLZ SLIP AMP WORRY
ham,YUN AH WKG BTW GO NUS SC WANA SPECIALISE WAD
ham,YES ONE WOMAN MAN PLEASE TELL LIKES DISLIKES BED
ham,TEST EARLIER APPRECIATE CALL TOMORROW
ham,LOVERBOY KEEPS COMING QUEEN HMMM ACHE SPEAK MISS DESPARATELY
ham,U MEET FREN DUN WAN MEET AH MUZ B GUY RITE
ham,PROMISES THOUGH EVEN GOTTEN DINNER YET
ham,GOT BACK DISLIKES BED
ham,TURNS STEREO LOVE MI PHONE UNKNOWN ALBUM
spam,HARD LIVE 121 CHAT 60P MIN CHOOSE GIRL CONNECT LIVE CALL 09094646899 CHEAP CHAT UK BIGGEST LIVE SERVICE VU BCM1896WC1N3XX
ham,YEAH SEE
ham,ASKING U KNW NT MAY UR FRNDS CLASSMATES
ham,SORRY EARLIER PUTTING FIRES AROUND TALK 9 ACTUALLY LIFE LOL
spam,WOW BOYS R BACK TAKE 2007 UK TOUR WIN VIP TICKETS PRE BOOK VIP CLUB TXT CLUB 81303 TRACKMARQUE LTD INFO VIPCLUB4U
ham,MISSIONARY HOOK DOGGY HOOK STANDING
ham,U BETTER GO SLEEP DUN DISTURB U LIAO U WAKE MSG LOR
ham,FIGHTING WORLD EASY U EITHER WIN LOSE BT FIGHTNG SOME1 CLOSE U DIFICULT U LOSE U LOSE U WIN U STILL LOSE
ham,WATCHING HOUSE ENTERTAINING GETTING WHOLE HUGH LAURIE THING EVEN STICK INDEED ESPECIALLY STICK
ham,THOUGHT PRAPS MEANT ANOTHER ONE GOODO LOOK TOMORROW
ham,HI JON PETE IVE BIN 2 SPAIN RECENTLY HAV SUM DINERO LEFT BILL SAID U UR RENTS MAYB INTERESTED HAV 12 000PES AROUND 48 TB JAMES
ham,BOLD 2 LT GT
ham,KNOW SHALL SPEAK LT GT MINUTES
ham,ALRITE HUNNY WOT U 2 2NITE DIDNT END GOIN TOWN JUS DA PUB INSTEAD JUS CHILLIN DA MO BEDROOM LOVE JEN XXX
ham,WENT PROJECT CENTRE
ham,PER REQUEST MAANGALYAM ALAIPAYUTHE SET CALLERTUNE CALLERS PRESS 9 COPY FRIENDS CALLERTUNE
ham,LOL YEAH POINT GUESS
ham,PROJECT W FRENS LOR
ham,LOL WELL QUALITY AINT BAD AINT COMPLAINING
ham,K HAPPEN TONIGHT
spam,HI MANDY SULLIVAN CALLING HOTMIX FM CHOSEN RECEIVE 5000 00 EASTER PRIZE DRAW PLEASE TELEPHONE 09041940223 CLAIM 29 03 05 PRIZE TRANSFERRED SOMEONE ELSE
ham,THINK GOING FINN COME
ham,TIRED SPECIAL
ham,COME TOMORROW DI
ham,CANT PICK PHONE RIGHT PLS SEND MESSAGE
ham,K GO SLEEP WELL TAKE REST
ham,U GUYS NEVER INVITE ANYWHERE
spam,UR GOING 2 BAHAMAS CALLFREEFONE 08081560665 SPEAK LIVE OPERATOR CLAIM EITHER BAHAMAS CRUISE 2000 CASH 18 OPT TXT X 07786200117
ham,WANT PLEASE INSIDE OUTSIDE BEDROOM
ham,EY CALM DOWNON THEACUSATIONS ITXT U COS IWANA KNOW WOTU R DOIN THEW END HAVENTCN U AGES RING UR UP4 NETHING SAT LOVE J XXX
ham,LOVE WINE DINE LADY
spam,SOMEONE CONACTED DATING SERVICE ENTERED PHONE FANCY FIND CALL LANDLINE 09111030116 POBOX12N146TF15
ham,COOL TA LUV V TIRED 2 CAUSE DOIN LOADS PLANNING WK GOT SOCIAL SERVICES INSPECTION NURSERY TAKE CARE SPK SN X
ham,KNOW ACCOUNT DETAILS ASK MOM SEND MOM REACH
ham,THINK U WRONG NUMBER
ham,FEEL ALWAYS HAPPY SLOWLY BECOMES HABIT AMP FINALLY BECOMES PART LIFE FOLLOW HAPPY MORNING AMP HAPPY DAY
ham,B LATE LOVE MUM
ham,GOT MAIL PANREN PARU
ham,THINKING CHUCKIN UR RED GREEN N BLACK TRAINNERS 2 SAVE CARRYIN BAC TRAIN
ham,GIVE ONE MISS NUMBER PLEASE
ham,JUS CAME BACK FR LUNCH WIF SIS U LEH
ham,SCHEDULE NEXT WEEK TOWN WEEKEND
ham,REALLY GOOD DHANUSH ROCKS
ham,LMAO OK WONT NEEDING U HAIR ANYMORE
ham,MISS YA NEED YA WANT YA LOVE YA
ham,SORRY FREE
ham,U EVER GET SONG STUCK HEAD REASON GO AWAY TIL U LISTEN LIKE 5 TIMES
ham,NT YET CHIKKU SIMPLE HABBA HW ABT U
ham,GOT UR MAIL DILEEP THANK MUCHAND LOOK FORWARD LOTS SUPPORT LESS CONTACTS REMEMBER ONE VENUGOPAL MENTIONED TOMORROW LATE SHALL TRY COME TILL GOODNIGHT DEAR
ham,SOMETIMES HEART REMEMBRS SOMEONE MUCH FORGETS SOMEONE SOON BCOZ HEART LIKE EVERYONE LIKED ONES REMEMBERED EVERYTIME BSLVYL
ham,JOY FATHER JOHN JOHN NAME JOY FATHER MANDAN
spam,HI 07734396839 IBH CUSTOMER LOYALTY OFFER NEW NOKIA6600 MOBILE 10 TXTAUCTION TXT WORD START 81151 GET 4T
ham,HI YIJUE REGARDING 3230 TEXTBOOK INTRO ALGORITHMS SECOND EDITION SELLING $50
spam,SMS AUCTION NOKIA 7250I GET WIN FREE AUCTION TAKE PART SEND NOKIA 86021 HG SUITE342 2LANDS ROW W1JHL 16
ham,K WANT US COME
ham,LITTLE DIFFICULT SIMPLE WAY ENTER PLACE
ham,HA US E THING GOT TV 2 WATCH U THK 2 GO TONIGHT U ALREADY HAF SMTH MIND
ham,DONT SHOW FAR PUT NEW PICTURES FACEBOOK
ham,WATCHING TV GOT NEW JOB
ham,GOOD AFTERNOON SEXY BUNS GOES JOB SEARCH WAKE FIRST THOUGHT ALWAYS LOVE WISH FINE HAPPY KNOW ADORE
ham,COMING WHATEVER WANT
ham,OK CHIKKU 1 FAVOURITE SONG
ham,U SEE POSTED FACEBOOK
spam,CALL FREEPHONE 0800 542 0578
spam,BUY SPACE INVADERS 4 CHANCE 2 WIN ORIG ARCADE GAME CONSOLE PRESS 0 GAMES ARCADE STD WAP CHARGE SEE O2 CO UK GAMES 4 TERMS SETTINGS PURCHASE
ham,7 WONDERS WORLD 7TH 6TH UR STYLE 5TH UR SMILE 4TH UR PERSONALITY 3RD UR NATURE 2ND UR SMS 1ST UR LOVELY FRIENDSHIP GOOD MORNING DEAR
spam,LOAN PURPOSE 500 75 000 HOMEOWNERS TENANTS WELCOME PREVIOUSLY REFUSED STILL HELP CALL FREE 0800 1956669 TEXT BACK HELP
spam,BIG BROTHER ALERT COMPUTER SELECTED U 10K CASH 150 VOUCHER CALL 09064018838 NTT PO BOX CRO1327 18 BT LANDLINE COST 150PPM MOBILES VARY
ham,OH WELL C U LATER
ham,UNCLES ATLANTA WISH GUYS GREAT SEMESTER
ham,DEAR FREE MESSAGES WITHOUT RECHARGE HI HI HI
ham,DONT SEARCH LOVE LET LOVE FIND U THATS CALLED FALLING LOVE BCOZ U DONT FORCE U FALL U KNOW SMEONE HOLD U BSLVYL
ham,DUN BELIEVE U THK U TOLD
ham,KNOW GOD CREATED GAP FINGERS ONE MADE COMES AMP FILLS GAPS HOLDING HAND LOVE
ham,YES SURA SUN TV LOL
ham,ARUN U TRANSFR AMT
ham,TAKIN SHOWER YEAH LEAVE DONE
ham,WORKING EYES PHILOSOPHY TEXT U LATER BIT FREE CHAT
ham,U LOST ILL ALWAYS B 4U INTEND 2 HURT U NEVER KNEW U FELT IWAS MARINE ITRIED2TELL URMOM CAREABOUT U
spam,WIN WINNER MR FOLEY IPOD EXCITING PRIZES SOON KEEP EYE UR MOBILE VISIT WWW WIN 82050 CO UK
ham,BAD GIRL STILL REMEMBER
ham,MUCH GAVE MORNING
ham,HOPE ALRIGHT BABE WORRY MIGHT FELT BIT DESPARATE LEARNED JOB FAKE WAITING COME BACK LOVE
ham,HEY TELL BLAKE ADDRESS CARLOS WANTED MEET GOT LOST ANSWERING PHONE
ham,GET OPINION SOMETHING FIRST
ham,ONE WEEK LEAVE PUT KNOW TIME
ham,HIT MOVE
ham,EXCELLENT SPENT LT GT YEARS AIR FORCE IRAQ AFGHANISTAN STABLE HONEST LIKE TRAVELING
ham,WANNA WATCH MOVIE
ham,OK LOR THANX SCHOOL
ham,CLASS GET TEXT
ham,BUS LEAVES LT GT
ham,GOD BLESS GET GOOD SLEEP DEAR PRAY
spam,TODAYS VODA NUMBERS ENDING 1225 SELECTED RECEIVE 50AWARD MATCH PLEASE CALL 08712300220 QUOTING CLAIM CODE 3100 STANDARD RATES APP
ham,NICE DAY TODAY LOVE DEARLY
ham,AIYO BIT PAI SEH NOE SCARED DUN REM DIE HEE BECOME BETTER LOOKIN OREDI LEH
ham,AIGHT ASK ROOMMATES
ham,WHATS HOUSE BEER
ham,WAN 2 MEET N COMBINE PARTS DA REST DA PROJECT GOING
ham,GETTING TICKETS 4 WALSALL TUE 6 TH MARCH MATE GETTING SAT ILL PAY TREAT WANT 2 GO TXT BAK TERRY
ham,YES CHATTING
ham,HI JESS DONT KNOW WORK CALL U IM HOME EVE XXX
ham,SIAN AFT MEETING SUPERVISOR GOT WORK 2 LIAO U WORKING
ham,GOING WRITE CCNA EXAM WEEK
ham,WELL WATCH SHREK 3D B
ham,MUCH DIRTY FELLOW
ham,DUNNO DAT WAT TOLD OK LOR
ham,PROBABLY TOMORROW EVEN LATER TONIGHT SOMETHING GOING
ham,SAY DYING MAN FEEL SAD GO WANTED KNOW WOULD PROBABLY GONE LATE NIGHT
ham,THINKING LIFTING ONE
ham,U DUN WAN U DUN LIKE ALREADY AH WAT U STILL EATING
ham,SENT UR EMAIL ID SOON
ham,WAT MAKES PEOPLE DEARER DE HAPPINESS DAT U FEEL U MEET DE PAIN U FEEL U MISS DEM
ham,DUDE TERESA HOPE OKAY DIDNT HEAR PEOPLE CALLED RECEIVED PACKAGE SINCE DEC LT GT THOT LD LIKE KNOW FANTASTIC YEAR BEST READING PLUS REALLY REALLY BAM FIRST AID USMLE WORK DONE
ham,HEY GORGEOUS MAN WORK MOBILE NUMBER GOOD ONE BABE SQUISHY MWAHS
ham,MAY CALL LATER PLS
spam,HOTTEST PICS STRAIGHT PHONE SEE GETTING WET WANTING XX TEXT PICS 89555 TXT COSTS 150P TEXTOPERATOR G696GA 18 XXX
ham,WAY STAY OH
ham,HELLO THANX TAKING CALL GOT JOB STARTS MONDAY
ham,TIME UR FLIGHT TMR
ham,COME
ham,RATHER PROMINENT BITE MARK RIGHT CHEEK
ham,SEPTEMBER
ham,WET RIGHT
ham,HUSBAND
spam,HACK CHAT GET BACKDOOR ENTRY 121 CHAT ROOMS FRACTION COST REPLY NEO69 CALL 09050280520 SUBSCRIBE 25P PM DPS BCM BOX 8027 LDN WC1N3XX
ham,NORM TOMORROW FINISH 4 15 COS ST TESTS NEED SORT LIBRARY STUFF POINT TOMO GOT LETTER TODAY ACCESS TIL END MARCH BETTER GET MOVE
ham,YEAH GOT LIST U JOANNA FEELING REALLY ANTI SOCIAL
ham,OFFICE NA
ham,COMINGDOWN LATER
ham,SUPER DA GOOD REPLACEMENT MURALI
ham,DA GOOD GOOD PLAYER UNSOLD
ham,HI U WANT JOIN STS LATER MEETING FIVE CALL U CLASS
ham,ENGALND TELLY DECIDED LET WATCH MIA ELLIOT KISSING DAMN
spam,FREE NOKIA MOTOROLA UPTO 12MTHS 1 2PRICE LINERENTAL 500 FREE X NET MINS 100TXT MTH FREE B TOOTH CALL MOBILEUPD8 08001950382 CALL 2OPTOUT D3WV
ham,DONT WANT HEAR PHILOSOPHY SAY HAPPEN
